category_url,category_url_clean,page,handle,name,app_url,icon_url,rating,review_count,has_free_plan_text,pricing_text,short_description,built_for_shopify,is_ad
https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all?surface_detail=marketing-and-conversion-marketing-email-marketing&surface_inter_position=2&surface_type=category&surface_version=redesign,https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all,2,privy,"Privy ‑ Email, SMS & Pop Ups",https://apps.shopify.com/privy,https://cdn.shopify.com/app-store/listing_images/f3d61c764a54b22aed51cd1cc31b5a74/icon/CPKy8p_drY4DEAE=.png,4.5,4242,False,From $24/month,Grow your list and send Email & SMS messages to maximize sales,False,False
https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all?surface_detail=marketing-and-conversion-marketing-email-marketing&surface_inter_position=2&surface_type=category&surface_version=redesign,https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all,2,popupsmart,"Popupsmart: AI Popup, A/B Test",https://apps.shopify.com/popupsmart,https://cdn.shopify.com/app-store/listing_images/73f0b38f32c2570a938ef29b9688dae9/icon/CN-1x-Sq2f8CEAE=.jpeg,4.9,54,True,Free plan available,"Boost conversion and sales, collect SMS & email subscribers",False,False
https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all?surface_detail=marketing-and-conversion-marketing-email-marketing&surface_inter_position=2&surface_type=category&surface_version=redesign,https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all,2,getsitecontrol,"GSC Email Marketing, Pop ups",https://apps.shopify.com/getsitecontrol,https://cdn.shopify.com/app-store/listing_images/834ed0c998efcf085708f32c19f75de1/icon/CLnnruTkjoIDEAE=.png,4.8,60,True,Free plan available,"Email marketing with newsletter, pop ups & automated workflows",False,False
https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all?surface_detail=marketing-and-conversion-marketing-email-marketing&surface_inter_position=2&surface_type=category&surface_version=redesign,https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all,2,my-wishlist-share-remind,Hulk Wishlist & Favorites,https://apps.shopify.com/my-wishlist-share-remind,https://cdn.shopify.com/app-store/listing_images/25792e54b72a0e029bf14e8b2806a85f/icon/CIGzjf_Bkv4CEAE=.png,4.7,127,True,Free plan available,"Grow sales with shareable wishlist, guest wishlist & gift list",True,False
https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all?surface_detail=marketing-and-conversion-marketing-email-marketing&surface_inter_position=2&surface_type=category&surface_version=redesign,https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all,2,bik-marketing,"BIK Instagram, Whatsapp, Email",https://apps.shopify.com/bik-marketing,https://cdn.shopify.com/app-store/listing_images/fd2efccb28f54a4cd194e550196e5f7a/icon/CNPg2bzwt_oCEAE=.png,4.9,130,False,Free to install,"Deploy AI on Instagram, WhatsApp, Email & SMS to boost sales.",False,False
https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all?surface_detail=marketing-and-conversion-marketing-email-marketing&surface_inter_position=2&surface_type=category&surface_version=redesign,https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all,2,seguno-popups,Seguno Popups & Forms,https://apps.shopify.com/seguno-popups,https://cdn.shopify.com/app-store/listing_images/64a468172be68c90989cad5a0f4b0809/icon/CK6vt8noz_QCEAE=.png,5.0,63,True,Free plan available,Easy SMS & email pop up forms with triggers like exit intent,True,False
https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all?surface_detail=marketing-and-conversion-marketing-email-marketing&surface_inter_position=2&surface_type=category&surface_version=redesign,https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all,2,attentive,Attentive: AI‑led Email &SMS,https://apps.shopify.com/attentive,https://cdn.shopify.com/app-store/listing_images/5da194592c59cd145b825b53019db33c/icon/CIKipOGl7-8CEAE=.png,4.7,94,False,Free to install,SMS & Email helping brands increase ROI,False,False
https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all?surface_detail=marketing-and-conversion-marketing-email-marketing&surface_inter_position=2&surface_type=category&surface_version=redesign,https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all,2,customer-review-app,Google Reviews by TrustSync,https://apps.shopify.com/customer-review-app,https://cdn.shopify.com/app-store/listing_images/339be005e835ad8abca2f5df8e624654/icon/CKOC2-nolYMDEAE=.png,5.0,48,True,Free plan available,"Collect Google, Trustpilot, Yelp, Etsy review & boost sales",True,False
https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all?surface_detail=marketing-and-conversion-marketing-email-marketing&surface_inter_position=2&surface_type=category&surface_version=redesign,https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all,2,sender-email-sms,Sender Email Marketing & SMS,https://apps.shopify.com/sender-email-sms,https://cdn.shopify.com/app-store/listing_images/3c8dca7a16ce2089dc83c84cfb41aa84/icon/CKjw38H0h_oCEAE=.png,4.3,6,False,Free to install,"Easy and affordable email marketing, automations and popups",False,False
https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all?surface_detail=marketing-and-conversion-marketing-email-marketing&surface_inter_position=2&surface_type=category&surface_version=redesign,https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all,2,retainful,"Retainful Email Marketing, SMS",https://apps.shopify.com/retainful,https://cdn.shopify.com/app-store/listing_images/c958c38c8c7a7ed3920b7d01eb9f6280/icon/CMSTmsOQrY4DEAE=.png,4.6,27,True,Free plan available,"Email Marketing, SMS, Newsletters, Popups in one unified app",False,False
https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all?surface_detail=marketing-and-conversion-marketing-email-marketing&surface_inter_position=2&surface_type=category&surface_version=redesign,https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all,2,back-in-stock-alert-engine,Back In Stock! Alert Engine,https://apps.shopify.com/back-in-stock-alert-engine,https://cdn.shopify.com/app-store/listing_images/ec2385a43f746a6b74257704de94ff9a/icon/CMCbxbSVno8DEAE=.jpeg,4.7,18,False,Free,Notify me! with back in stock alert & Restock alert on Email,False,False
https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all?surface_detail=marketing-and-conversion-marketing-email-marketing&surface_inter_position=2&surface_type=category&surface_version=redesign,https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all,2,i-wishlist,Mst: Wishlist + Marketing flow,https://apps.shopify.com/i-wishlist,https://cdn.shopify.com/app-store/listing_images/34ae0275ebf361b3f6135ce614b37b6e/icon/CKXswvb13_0CEAE=.jpeg,4.7,154,False,Free trial available,Allow customers to create and manage multiple wish lists.,False,False
https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all?surface_detail=marketing-and-conversion-marketing-email-marketing&surface_inter_position=2&surface_type=category&surface_version=redesign,https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all,2,dataships,Dataships Checkout Opt‑in,https://apps.shopify.com/dataships,https://cdn.shopify.com/app-store/listing_images/2bf4b3b68541abd375755a6305557e71/icon/CNybxdnQvIQDEAE=.png,5.0,52,False,Free trial available,Grow revenue by optimizing marketing consent collection,False,False
https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all?surface_detail=marketing-and-conversion-marketing-email-marketing&surface_inter_position=2&surface_type=category&surface_version=redesign,https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all,2,notifier-web-push-email-sms,"Notifio: Web Push, Email & SMS",https://apps.shopify.com/notifier-web-push-email-sms,https://cdn.shopify.com/app-store/listing_images/8a37ed38b8334e8668ff0d133fb40cd4/icon/CLLlhqz0lu8CEAE=.jpg,4.9,26,True,Free plan available,"Increase customer retention, abandoned cart recovery & more.",False,False
https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all?surface_detail=marketing-and-conversion-marketing-email-marketing&surface_inter_position=2&surface_type=category&surface_version=redesign,https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all,3,mailerlite-email-automation,MailerLite Email Automation,https://apps.shopify.com/mailerlite-email-automation,https://cdn.shopify.com/app-store/listing_images/753bdab82e2346281cba03f5b18d82f1/icon/COrwodbNtvcCEAE=.png,2.6,30,True,Free plan available,Boost loyalty and sales with intuitive email marketing tools,False,False
https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all?surface_detail=marketing-and-conversion-marketing-email-marketing&surface_inter_position=2&surface_type=category&surface_version=redesign,https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all,3,aitrillion,AiT Loyalty Review Email & SMS,https://apps.shopify.com/aitrillion,https://cdn.shopify.com/app-store/listing_images/62474d0965dde71985e43583e390a6fd/icon/CO7m3a7lhfkCEAE=.png,4.8,250,False,Free trial available,"Loyalty rewards with email, cashback, memberships & more tools",False,False
https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all?surface_detail=marketing-and-conversion-marketing-email-marketing&surface_inter_position=2&surface_type=category&surface_version=redesign,https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all,3,kangaroo-rewards,Kangaroo: Loyalty and Rewards,https://apps.shopify.com/kangaroo-rewards,https://cdn.shopify.com/app-store/listing_images/b82a5539dead430255a065cec772d528/icon/CKengPfao-8CEAE=.png,4.8,47,False,$199/month,"Build customer loyalty with rewards, offers, VIP tiers & more",False,False
https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all?surface_detail=marketing-and-conversion-marketing-email-marketing&surface_inter_position=2&surface_type=category&surface_version=redesign,https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all,3,metorik,Metorik: Analytics & Emails,https://apps.shopify.com/metorik,https://cdn.shopify.com/app-store/listing_images/f8077cd1cb9611bbeee600f38c802abc/icon/CN-619j0lu8CEAE=.png,5.0,44,False,From $25/month,Grow your store with advanced reports & email marketing tools,False,False
https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all?surface_detail=marketing-and-conversion-marketing-email-marketing&surface_inter_position=2&surface_type=category&surface_version=redesign,https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all,3,flashyapp-marketing-automation,Flashy: Email Marketing & SMS,https://apps.shopify.com/flashyapp-marketing-automation,https://cdn.shopify.com/app-store/listing_images/372dbfce35571e26aba38e41b47c5a0c/icon/CJXqis70lu8CEAE=.png,5.0,14,False,From $40/month,All-In-One Marketing Automation Platform for eCommerce,False,False
https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all?surface_detail=marketing-and-conversion-marketing-email-marketing&surface_inter_position=2&surface_type=category&surface_version=redesign,https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all,3,renderku,RenderKu: Email Templates,https://apps.shopify.com/renderku,https://cdn.shopify.com/app-store/listing_images/82ce46a232f9da76ae0de398fc8f203a/icon/CO6JuOqBh4EDEAE=.png,5.0,7,True,Free plan available,Customize your store's email notification templates,False,False
https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all?surface_detail=marketing-and-conversion-marketing-email-marketing&surface_inter_position=2&surface_type=category&surface_version=redesign,https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all,3,bayengage,"BayEngage Email Marketing, SMS",https://apps.shopify.com/bayengage,https://cdn.shopify.com/app-store/listing_images/e906d4c6fbd523de88c3c23ea8a8f0a5/icon/CMTJpt_0lu8CEAE=.jpg,4.9,63,True,Free plan available,Recover abandoned carts and send personalized email campaigns,False,False
https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all?surface_detail=marketing-and-conversion-marketing-email-marketing&surface_inter_position=2&surface_type=category&surface_version=redesign,https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all,3,mailchimp-forms,Mailchimp Forms: Capture Leads,https://apps.shopify.com/mailchimp-forms,https://cdn.shopify.com/app-store/listing_images/3fc6d6e0f301a340511d18bbb42cbf4d/icon/CN_urtzy2_oCEAE=.png,4.4,286,True,Free plan available,Grow your Mailchimp list with exit intent popups and coupons,False,False
https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all?surface_detail=marketing-and-conversion-marketing-email-marketing&surface_inter_position=2&surface_type=category&surface_version=redesign,https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all,3,drop-a-hint-v2,Drop Hint 2.0 SMS Email Postal,https://apps.shopify.com/drop-a-hint-v2,https://cdn.shopify.com/app-store/listing_images/373e079a2357b46611f0a85304ec8f76/icon/CJ-r2pumyY0DEAE=.png,4.5,95,False,Free to install,Turn gift hints into sales and generate more revenue with ease,False,False
https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all?surface_detail=marketing-and-conversion-marketing-email-marketing&surface_inter_position=2&surface_type=category&surface_version=redesign,https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all,3,constant-contact-2,Constant Contact: Email & SMS,https://apps.shopify.com/constant-contact-2,https://cdn.shopify.com/app-store/listing_images/bdba80658094705346b6cc913c731bc9/icon/CI2QvePQqPkCEAE=.png,3.8,22,True,Free plan available,"Email marketing, SMS, and automation tools to boost sales.",False,False
https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all?surface_detail=marketing-and-conversion-marketing-email-marketing&surface_inter_position=2&surface_type=category&surface_version=redesign,https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all,3,happy-birthday-marketing,Happy Birthday Marketing,https://apps.shopify.com/happy-birthday-marketing,https://cdn.shopify.com/app-store/listing_images/7cca900c1c0b661c912bff6212932f4e/icon/CJyXjoLv2vgCEAE=.png,5.0,25,True,Free plan available,Offer birthday discounts + boost revenue with email marketing!,False,False
https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all?surface_detail=marketing-and-conversion-marketing-email-marketing&surface_inter_position=2&surface_type=category&surface_version=redesign,https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all,3,retentics,Retentics: Repeat Orders,https://apps.shopify.com/retentics,https://cdn.shopify.com/app-store/listing_images/40c7af40ec711637df91d4810acd063e/icon/CJmV_Nf7i4MDEAE=.png,5.0,16,False,Free trial available,Boost email revenue w/ smart recs & timing. Klaviyo compatible,False,False
https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all?surface_detail=marketing-and-conversion-marketing-email-marketing&surface_inter_position=2&surface_type=category&surface_version=redesign,https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all,3,mailerlite-email-marketing,MailerLite Classic,https://apps.shopify.com/mailerlite-email-marketing,https://cdn.shopify.com/app-store/listing_images/d2555aedca494035e9b9d9858d099a54/icon/CIy9i-Ot8PYCEAE=.png,3.2,31,True,Free plan available,Connect customer data with advanced email marketing tools,False,False
https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all?surface_detail=marketing-and-conversion-marketing-email-marketing&surface_inter_position=2&surface_type=category&surface_version=redesign,https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all,3,woohoo,WooHoo Popups & Lead Capture,https://apps.shopify.com/woohoo,https://cdn.shopify.com/app-store/listing_images/48960e9db0ec3b82fdcc43a9da970299/icon/CIf5ktCn-f0CEAE=.jpeg,4.7,196,True,Free plan available,Grow your marketing list with Spin to win popups.,False,False
https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all?surface_detail=marketing-and-conversion-marketing-email-marketing&surface_inter_position=2&surface_type=category&surface_version=redesign,https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all,3,mailpass,MailPass: Easy Email Marketing,https://apps.shopify.com/mailpass,https://cdn.shopify.com/app-store/listing_images/128f2d8b17e0556d68ae48bf22143d72/icon/CNikqYG10IIDEAE=.png,4.4,6,False,Free to install,Transform Lost Carts into Sales with Smart subscriber analysis,False,False
https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all?surface_detail=marketing-and-conversion-marketing-email-marketing&surface_inter_position=2&surface_type=category&surface_version=redesign,https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all,3,sendinblue-tools,SyncBre Tools,https://apps.shopify.com/sendinblue-tools,https://cdn.shopify.com/app-store/listing_images/3019d0a2a9fda201ee0ad3f04803bb7d/icon/CK7Q_KO9uJEDEAE=.png,3.4,5,True,Free plan available,Connect & automate workflows between store & Brevo,False,False
https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all?surface_detail=marketing-and-conversion-marketing-email-marketing&surface_inter_position=2&surface_type=category&surface_version=redesign,https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all,3,contlo-marketing,SuperAGI Marketing (Contlo),https://apps.shopify.com/contlo-marketing,https://cdn.shopify.com/app-store/listing_images/3fad2990036f3a2fef930edbb930430f/icon/CPjwr6Tl444DEAE=.png,4.6,76,False,Free to install,AI-Native Ecommerce Marketing & Helpdesk in a single Platform,False,False
https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all?surface_detail=marketing-and-conversion-marketing-email-marketing&surface_inter_position=2&surface_type=category&surface_version=redesign,https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all,3,one,"ONE: AI, Pop Up, SMS Marketing",https://apps.shopify.com/one,https://cdn.shopify.com/app-store/listing_images/5bdeb0a5ba2b3641097f008a67cc23eb/icon/CN_DqYjGq_UCEAE=.png,4.9,1020,True,Free plan available,"Grow sales with AI email marketing, SMS, spin wheel and upsell",False,False
https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all?surface_detail=marketing-and-conversion-marketing-email-marketing&surface_inter_position=2&surface_type=category&surface_version=redesign,https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all,3,themarketer-com,theMarketer: Email marketing,https://apps.shopify.com/themarketer-com,https://cdn.shopify.com/app-store/listing_images/14736861242811dc98c8d7e6d5dd1287/icon/CIKt_MqW1IADEAE=.jpeg,5.0,4,False,Free to install,Drive sales with email marketing and loyalty programs,False,False
https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all?surface_detail=marketing-and-conversion-marketing-email-marketing&surface_inter_position=2&surface_type=category&surface_version=redesign,https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all,3,dotdigital,Dotdigital CXDP,https://apps.shopify.com/dotdigital,https://cdn.shopify.com/app-store/listing_images/4d9950148caccfd90fabe5611a597e2f/icon/CMiT5aX0lu8CEAE=.png,4.5,23,False,Free to install,"Engage customers with targeted, automated campaigns.",False,False
https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all?surface_detail=marketing-and-conversion-marketing-email-marketing&surface_inter_position=2&surface_type=category&surface_version=redesign,https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all,4,smartrmail,SmartrMail Email & SMS,https://apps.shopify.com/smartrmail,https://cdn.shopify.com/app-store/listing_images/812db834a7592c4a40768cf6bbeddefc/icon/CPy7gJKi45EDEAE=.png,4.5,296,False,Free to install,"Grow BFCM sales with Email Marketing, Popups, Newsletter & SMS",False,False
https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all?surface_detail=marketing-and-conversion-marketing-email-marketing&surface_inter_position=2&surface_type=category&surface_version=redesign,https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all,4,ripple,Ripple: AI Email Design,https://apps.shopify.com/ripple,https://cdn.shopify.com/app-store/listing_images/d71fb5754a0abe0c9f6c2bfa31d50bd9/icon/CPudwsDcrogDEAE=.png,4.5,17,False,Free trial available,Design beautiful marketing emails in minutes,False,False
https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all?surface_detail=marketing-and-conversion-marketing-email-marketing&surface_inter_position=2&surface_type=category&surface_version=redesign,https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all,4,listrak,"Listrak: Email, SMS & Identity",https://apps.shopify.com/listrak,https://cdn.shopify.com/app-store/listing_images/9d253c84891843b9fd8b89217b71564b/icon/COmi38_264wDEAE=.png,5.0,24,False,Free to install,Accelerate growth and dramatically increase revenue,False,False
https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all?surface_detail=marketing-and-conversion-marketing-email-marketing&surface_inter_position=2&surface_type=category&surface_version=redesign,https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all,4,activecampaign,ActiveCampaign Marketing,https://apps.shopify.com/activecampaign,https://cdn.shopify.com/app-store/listing_images/94d9a63cdec09cb686ef3df19493797e/icon/CLKCjZebro4DEAE=.png,4.5,254,False,Free trial available,"Grow your business with email marketing, automations, and CRM",False,False
https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all?surface_detail=marketing-and-conversion-marketing-email-marketing&surface_inter_position=2&surface_type=category&surface_version=redesign,https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all,4,edrone,"edrone: Email, SMS & WhatsApp",https://apps.shopify.com/edrone,https://cdn.shopify.com/app-store/listing_images/52d2616c25402b996acd221ff8249954/icon/CLb87bfS4IUDEAE=.jpeg,4.8,11,True,Free plan available,A edrone oferece suporte em todas as etapas do processo.,False,False
https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all?surface_detail=marketing-and-conversion-marketing-email-marketing&surface_inter_position=2&surface_type=category&surface_version=redesign,https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all,4,kindly-payment-reminder,Kindly: Payment Reminder Pro,https://apps.shopify.com/kindly-payment-reminder,https://cdn.shopify.com/app-store/listing_images/d7314b8c22040b1faeae59af75ba322a/icon/CMurwdKyppADEAE=.png,5.0,24,False,Free trial available,Payment reminders via email & SMS - orders & draft orders.,False,False
https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all?surface_detail=marketing-and-conversion-marketing-email-marketing&surface_inter_position=2&surface_type=category&surface_version=redesign,https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all,4,recapture-abandoned-cart-and-email-marketing,Recapture Abandoned Carts,https://apps.shopify.com/recapture-abandoned-cart-and-email-marketing,https://cdn.shopify.com/app-store/listing_images/6b1b724f21e225a4d904e60c2b92a5f7/icon/CLmoyrj0lu8CEAE=.png,5.0,36,True,Free plan available,"Recover abandoned carts by Email & SMS, email marketing + more",False,False
https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all?surface_detail=marketing-and-conversion-marketing-email-marketing&surface_inter_position=2&surface_type=category&surface_version=redesign,https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all,4,cartsee,CartSee,https://apps.shopify.com/cartsee,https://cdn.shopify.com/app-store/listing_images/c3daeddf430d0454de2b99859fb5b8ce/icon/CKKXg8Gf0PsCEAE=.jpeg,5.0,4,False,Free to install,"Increase sales through email marketing, SMS and Pop-ups",False,False
https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all?surface_detail=marketing-and-conversion-marketing-email-marketing&surface_inter_position=2&surface_type=category&surface_version=redesign,https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all,4,personal-discount,Discounteo,https://apps.shopify.com/personal-discount,https://cdn.shopify.com/app-store/listing_images/859ff69cc95f7a2c3724eb4e842ae66c/icon/CP20xfKil_4CEAE=.png,4.9,45,False,Free to install,Reward your email subscribers with unique discount codes,False,False
https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all?surface_detail=marketing-and-conversion-marketing-email-marketing&surface_inter_position=2&surface_type=category&surface_version=redesign,https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all,4,email-marketing-tool,Thank You Email Auto Tool ,https://apps.shopify.com/email-marketing-tool,https://cdn.shopify.com/app-store/listing_images/7c320a641c5173b8b4fdda076318a836/icon/CJTTqbP0lu8CEAE=.jpg,4.0,16,True,Free plan available,Send thank you emails after customers register or make orders.,False,False
https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all?surface_detail=marketing-and-conversion-marketing-email-marketing&surface_inter_position=2&surface_type=category&surface_version=redesign,https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all,4,e-ticaret-sozlesmeleri,E‑Ticaret & KVKK Sözleşmeleri,https://apps.shopify.com/e-ticaret-sozlesmeleri,https://cdn.shopify.com/app-store/listing_images/6e684e099213f44ab07bec2ebd2159d8/icon/CPvvreSJyIcDEAE=.jpeg,5.0,1,False,Free,Mesafeli Satış Y. ve KVKK uyumlu sözleşmeler 10 dakikada hazır,False,False
https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all?surface_detail=marketing-and-conversion-marketing-email-marketing&surface_inter_position=2&surface_type=category&surface_version=redesign,https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all,4,getresponse-official,GetResponse,https://apps.shopify.com/getresponse-official,https://cdn.shopify.com/app-store/listing_images/220c66589a9d0d6b9d5165fd250b299d/icon/CIjoiNLVtvcCEAE=.png,5.0,2,False,Free trial available,Maximize revenue with advanced email and marketing automation,False,False
https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all?surface_detail=marketing-and-conversion-marketing-email-marketing&surface_inter_position=2&surface_type=category&surface_version=redesign,https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all,4,tempo,Tempo: AI Marketing,https://apps.shopify.com/tempo,https://cdn.shopify.com/app-store/listing_images/1e16b9e72215016a56d1e93ee15c7cda/icon/CIWItaXCspADEAE=.png,5.0,1,False,Free trial available,"Create on-brand ads, emails, and photography with AI.",False,False
https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all?surface_detail=marketing-and-conversion-marketing-email-marketing&surface_inter_position=2&surface_type=category&surface_version=redesign,https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all,4,tiny,tiny Email Marketing,https://apps.shopify.com/tiny,https://cdn.shopify.com/app-store/listing_images/b2fbce3dc015f889e06b0e2bedfd9e4f/icon/CIOE8trf-_QCEAE=.png,3.8,74,False,Free,Easy Email Marketing for Your E-Commerce Store!,False,False
https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all?surface_detail=marketing-and-conversion-marketing-email-marketing&surface_inter_position=2&surface_type=category&surface_version=redesign,https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all,4,bloomreach-email-sms-marketing-1,Bloomreach Email&SMS Marketing,https://apps.shopify.com/bloomreach-email-sms-marketing-1,https://cdn.shopify.com/app-store/listing_images/f5d323f325cf67e394afaded66bb901d/icon/CLPVw_-ShP4CEAE=.png,3.0,6,False,Free trial available,Maximize sales & loyalty with AI-driven personalized marketing,False,False
https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all?surface_detail=marketing-and-conversion-marketing-email-marketing&surface_inter_position=2&surface_type=category&surface_version=redesign,https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all,4,payster-payment-email-reminder,Payster • QR Code Payments,https://apps.shopify.com/payster-payment-email-reminder,https://cdn.shopify.com/app-store/listing_images/522a7dd0cf04291bd21105946c2cf14d/icon/CNjvmrHe8fECEAE=.png,4.0,3,False,Free trial available,Add payment QR code to the checkout and recover unpaid orders.,False,False
https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all?surface_detail=marketing-and-conversion-marketing-email-marketing&surface_inter_position=2&surface_type=category&surface_version=redesign,https://apps.shopify.com/categories/marketing-and-conversion-marketing-email-marketing/all,4,sendpulse-email-sms-pop-ups,"SendPulse Email, SMS & Pop‑ups",https://apps.shopify.com/sendpulse-email-sms-pop-ups,https://cdn.shopify.com/app-store/listing_images/a39388f955846c10776b7acefe50909c/icon/CLWXmbOB_P4CEAE=.png,4.0,3,False,Free to install,"Send emails, SMS, and more. Grow your list with pop-ups.",False,False
