category_url,page,handle,name,app_url,icon_url,rating,review_count,has_free_plan_text,pricing_text,short_description,built_for_shopify,is_ad
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,4,etsy-reviews-1,GA: Etsy Reviews Importer + AI,https://apps.shopify.com/etsy-reviews-1,https://cdn.shopify.com/app-store/listing_images/0f7fee1ae6bfb9026f0640961fc78405/icon/CNmG0_Oq0osDEAE=.png,5.0,8,False,Free,Increase sales by showing testimonials and star ratings.,False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,4,crema-review,CREMA REVIEW – AI Review Boost,https://apps.shopify.com/crema-review,https://cdn.shopify.com/app-store/listing_images/581d1aa5805af914efc3cca6adbcc272/icon/CN_-67eruZADEAE=.png,5.0,9,True,Free plan available,"Trusted by 10,000+ brands. Collect reviews, boost conversions.",False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,4,social-testimonial-slider,TestimonialHub,https://apps.shopify.com/social-testimonial-slider,https://cdn.shopify.com/app-store/listing_images/091885580bd6fdaf951a68173dfa63a2/icon/CIeWt7H0lu8CEAE=.png,4.7,117,True,Free plan available,"Add your Facebook, Google, and Yelp reviews to your homepage!",False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,4,bazaarvoice-reviews-photos-social,Bazaarvoice Reviews & Photos,https://apps.shopify.com/bazaarvoice-reviews-photos-social,https://cdn.shopify.com/app-store/listing_images/16e28f7698fddac56db2a803783cf974/icon/CN_DsfeR8voCEAE=.png,3.1,11,False,Free to install,Collect product reviews & photos that inspire customers to buy,False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,4,automizely-reviews,AfterShip Product Reviews,https://apps.shopify.com/automizely-reviews,https://cdn.shopify.com/app-store/listing_images/505a3762bb36def119e5a94c67efd1f3/icon/CLScx-ONwv4CEAE=.png,4.8,779,True,Free plan available,Collect UGC reviews & NPS to boost brand credibility and sales,False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,4,the-vital,Retenzy Loyalty Reward Program,https://apps.shopify.com/the-vital,https://cdn.shopify.com/app-store/listing_images/998c254c240063b00974dfa466be3598/icon/CPSPuMO3hIwDEAE=.png,4.9,18,False,Free trial available,"Customer loyalty with rewards, VIP, reviews & membership perks",False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,5,elfsight-google-reviews,Google Reviews by Elfsight,https://apps.shopify.com/elfsight-google-reviews,https://cdn.shopify.com/app-store/listing_images/a60f5ec4ed84bec76fa916b6bb9edb0f/icon/CIbKo7H0lu8CEAE=.jpg,4.9,25,False,Free trial available,Collect Google Reviews and display top reviews in your store!,False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,5,kudobuzz-testimonials,Kudobuzz Product Reviews & UGC,https://apps.shopify.com/kudobuzz-testimonials,https://cdn.shopify.com/app-store/listing_images/ff5c0dd9541ccdce674e822594c08ccc/icon/CLmElL70lu8CEAE=.png,4.5,147,True,Free plan available,Boost credibility and sales with reviews from different sites.,False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,5,review-collect,Review Collect by Scaly,https://apps.shopify.com/review-collect,https://cdn.shopify.com/app-store/listing_images/7c30b6481a91f16f6fd8bc55901be7b6/icon/CI-_7rjN3oEDEAE=.jpeg,5.0,19,False,Free,Boost Your Reviews on Trustpilot & Google! STOP Bad Review,False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,5,k-facebook-reviews,K:Facebook Reviews Importer+AI,https://apps.shopify.com/k-facebook-reviews,https://cdn.shopify.com/app-store/listing_images/599eb12764ac379d90e14a29557c9121/icon/CNXkpJ-vlo8DEAE=.png,4.6,10,False,Free,Import Facebook Reviews & Ratings to Boost Conversions & Trust,False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,5,etsy-reviews,Etsy Reviews ‑ FSL,https://apps.shopify.com/etsy-reviews,https://cdn.shopify.com/app-store/listing_images/90cc23878daa45c95b63eb70c0bc17f7/icon/COWH2oqjg4MDEAE=.png,5.0,15,False,Free trial available,Automatically import Etsy reviews. Fully customizable widgets.,False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,5,shipway-tracking-notification-and-order-reviews,Shipway Order Tracking,https://apps.shopify.com/shipway-tracking-notification-and-order-reviews,https://cdn.shopify.com/app-store/listing_images/ef1acb9e1ee58eb84283d2076f836b75/icon/CNLEoPup7u8CEAE=.png,4.1,65,False,Free trial available,Deliver top-notch post purchase experience with Shipway,False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,5,google-review-by-shophaus,Shophaus Google reviews,https://apps.shopify.com/google-review-by-shophaus,https://cdn.shopify.com/app-store/listing_images/830fb3b36a368fb62e66f9665634da6e/icon/CLDahJX94YkDEAE=.jpeg,5.0,5,False,Free,Easy multi store google reviews and ratings widget,False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,5,trendyol-yorum-botu-1,Trendyol Yorum Botu,https://apps.shopify.com/trendyol-yorum-botu-1,https://cdn.shopify.com/app-store/listing_images/8f230b28e138fa6d5d35dd17ff541288/icon/CIe53eOwuJADEAE=.png,4.6,5,False,Free trial available,Trendyol yorumlarını otomatik aktararak satışları artırır,False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,5,google-reviews-by-dragonapps,Google Reviews by DragonApps,https://apps.shopify.com/google-reviews-by-dragonapps,https://cdn.shopify.com/app-store/listing_images/0c46b5305753fddf1b70a7d46cd02172/icon/CMOgw8bc1o0DEAE=.png,5.0,1,False,Free,Showcase Google Business Reviews With Customizable Widgets,False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,5,riko,Riko AliExpress Amazon Reviews,https://apps.shopify.com/riko,https://cdn.shopify.com/app-store/listing_images/7163ed15014a4dcef64500c7875a2868/icon/CKHU6LOasIcDEAE=.png,5.0,13,True,Free plan available,Boost shop trust with customer review widgets.,False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,5,superdesk-com,Superdesk Product Reviews App,https://apps.shopify.com/superdesk-com,https://cdn.shopify.com/app-store/listing_images/92475befd930a28c0e906081a1341e4e/icon/COe90qGb1IYDEAE=.png,5.0,7,False,Free trial available,"Unlimited and modern Product Reviews app. Photo, video reviews",False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,5,fav-etsy-reviews,Fav Etsy Reviews,https://apps.shopify.com/fav-etsy-reviews,https://cdn.shopify.com/app-store/listing_images/10277e49fe037b417dc4aa4a4d235436/icon/CLbIpvuEy4wDEAE=.png,5.0,5,True,Free plan available,Import Etsy reviews in seconds and build trust,False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,5,reviewsion,Reviewsion,https://apps.shopify.com/reviewsion,https://cdn.shopify.com/app-store/listing_images/e5819a0cc01861d932416972657abbe1/icon/CLryl6aY6IgDEAE=.png,5.0,3,True,Free plan available,"Sync Etsy, Amazon & eBay reviews to your store. Collect more.",False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,5,ryviu-importer,AliExpress Reviews Importer,https://apps.shopify.com/ryviu-importer,https://cdn.shopify.com/app-store/listing_images/01af792f94411421ad5e7db4d8cbcc6c/icon/CIT2m7Dr74sDEAE=.png,,,,,"Import AliExpress reviews, edit them, and export to CSV file.",False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,5,heureka-verified,Heureka & Zbozi Tracking,https://apps.shopify.com/heureka-verified,https://cdn.shopify.com/app-store/listing_images/2316a87cc9f4c617b915595f4673c6bc/icon/COiRhqiq3o8DEAE=.png,5.0,5,False,Free,"Track conversions for Heureka, Zbozi or Sklik, collect reviews",False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,5,avis-garantis,Guaranteed Reviews Company,https://apps.shopify.com/avis-garantis,https://cdn.shopify.com/app-store/listing_images/d50259fb81282906f43bc851e8989bd7/icon/CKKdl7DtlPsCEAE=.png,4.7,15,False,Free trial available,Reassure your customers and increase your conversion rate,False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,5,certishopping-1,Certishopping,https://apps.shopify.com/certishopping-1,https://cdn.shopify.com/app-store/listing_images/ae0978ebd1541b2c950a75619c94cd63/icon/CIaigu3czfoCEAE=.png,4.4,6,True,Free plan available,Gather genuine reviews and elevate your brand’s credibility,False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,5,covet-pics,Covet Instagram Feed & Reviews,https://apps.shopify.com/covet-pics,https://cdn.shopify.com/app-store/listing_images/80e1aff677391964e07960f31ce09461/icon/CNTNoa30lu8CEAE=.png,4.6,200,False,Free trial available,Build user-generated Instagram feed & Photo Reviews galleries,False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,5,google-reviews-fsl,Google Reviews ‑ FSL,https://apps.shopify.com/google-reviews-fsl,https://cdn.shopify.com/app-store/listing_images/d6c28888b99ab5d041a92f054ede4ab7/icon/CPT72pil_IgDEAE=.png,5.0,8,False,Free trial available,"Import, update and display Google reviews.",False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,5,kooee-reviews,Kooee Reviews: Product Reviews,https://apps.shopify.com/kooee-reviews,https://cdn.shopify.com/app-store/listing_images/0618c6f2826cae2e21f53f6e853ed917/icon/CPKHx8O8jocDEAE=.png,5.0,14,True,Free plan available,"Collect video, photo & text reviews using incentives and AI",False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,6,trustap-reviews,Trustap Reviews,https://apps.shopify.com/trustap-reviews,https://cdn.shopify.com/app-store/listing_images/bc6a7b68179593a409d62a82aef296ff/icon/CL7lwtvPr5ADEAE=.png,,,,,Free trial available,False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,6,testimony-customer-reviews,Centous ‑ Testimony Reviews ,https://apps.shopify.com/testimony-customer-reviews,https://cdn.shopify.com/app-store/listing_images/7503fb1be361f469bc6fb4a2227f4ed1/icon/CPHZ4dbJ9YMDEAE=.png,4.0,4,True,Free plan available,Collect & Display Happy Customers Testimonials Widgets,False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,6,vimonial,Vimonial Shoppable Video & UGC,https://apps.shopify.com/vimonial,https://cdn.shopify.com/app-store/listing_images/039de5618a2bd1cfb47997e26eedf312/icon/CNj19e_OjfsCEAE=.png,2.9,11,True,Free plan available,Increase Conversion Rate through Shoppable Video Reviews & UGC,False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,6,k-google-reviews-importer,K: Google Reviews Importer,https://apps.shopify.com/k-google-reviews-importer,https://cdn.shopify.com/app-store/listing_images/78f0934b98fa7d7a249a04459f9d8068/icon/CIGhm_-u5I8DEAE=.png,5.0,2,False,Free,Import & Display Verified Google Reviews to Build Trust.,False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,6,platoria,Platoria AI Review Testimonial,https://apps.shopify.com/platoria,https://cdn.shopify.com/app-store/listing_images/7043df6b97e1f289d5480ad20570bf08/icon/CO2Kz-P87IQDEAE=.png,4.6,5,False,Free to install,Your products have no reviews? Import review summaries instead,False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,6,product-reviews-rewards,Product Reviews & Rewards,https://apps.shopify.com/product-reviews-rewards,https://cdn.shopify.com/app-store/listing_images/6d36ab04f891e6861f799f64fbfe4ccc/icon/CNHizunAx5ADEAE=.png,5.0,1,False,Free,"Build trust by authentic reviews, photos, video & send rewards",False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,6,evm-product-reviews-app-testimonials-app,EVM Customer Testimonials,https://apps.shopify.com/evm-product-reviews-app-testimonials-app,https://cdn.shopify.com/app-store/listing_images/6bbdb183131b9dbea5417f956b131c13/icon/CK3k59-QvPoCEAE=.jpeg,4.6,170,True,Free plan available,Collect & Show Testimonials with photos in slider & grid style,False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,6,stacktome-trustpilot-reviews,StackTome Trustpilot Reviews,https://apps.shopify.com/stacktome-trustpilot-reviews,https://cdn.shopify.com/app-store/listing_images/9a1a6844ee6ed8313e03a77630001f3f/icon/CM6bma3c1P8CEAE=.png,3.0,3,False,Free,Showcase Trustpilot rating & reviews with a branded widget,False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,6,reputon-aliexpress-reviews,Reputon AliExpress Reviews,https://apps.shopify.com/reputon-aliexpress-reviews,https://cdn.shopify.com/app-store/listing_images/eed3976c5fe0aec463e71974b48b0348/icon/COP6--rX7PUCEAE=.png,5.0,1,True,Free plan available,AliExpress reviews importer. Embed testimonials & Ali reviews,False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,6,asyeat-product-reviews,Asyeat product reviews,https://apps.shopify.com/asyeat-product-reviews,https://cdn.shopify.com/app-store/listing_images/5ba8d5d745fa6b577992414c034fe176/icon/CKXG_LTQyI0DEAE=.png,5.0,1,True,Free plan available,Product reviews lets customers review and rate your products,False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,6,ga-tripadvisor-reviews,GA: TripAdvisor Reviews + AI,https://apps.shopify.com/ga-tripadvisor-reviews,https://cdn.shopify.com/app-store/listing_images/c2aad8e235b01d318de37f339390ec4b/icon/CKaOkYnu0o4DEAE=.png,5.0,2,False,Free,Showcase TripAdvisor reviews to build trust and boost bookings,False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,6,reviews-helper,Revit ‑ Google Reviews,https://apps.shopify.com/reviews-helper,https://cdn.shopify.com/app-store/listing_images/c8b243c67525f8abda094ae14c1f6b00/icon/CMmS-dj0lu8CEAE=.jpg,4.8,48,True,Free plan available,Get More Trust and Sales by Adding Real Reviews to Your Store,False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,6,storefront-reviews,Review Rocket Product Reviews ,https://apps.shopify.com/storefront-reviews,https://cdn.shopify.com/app-store/listing_images/28d9a63e012461d3c231a21e142586b6/icon/CJvWmfbEv4gDEAE=.png,5.0,1,True,Free plan available,"Unlimited Free Product Reviews & Ratings. Photo, Video reviews",False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,6,poing-pong,PoingPong：ポインポン ‑ ポイント＆レビューアプリ,https://apps.shopify.com/poing-pong,https://cdn.shopify.com/app-store/listing_images/731fcfa257277a2d13351b06b82a5dc6/icon/CIGBjZPb0_QCEAE=.jpeg,5.0,4,False,Free trial available,ポイント＋レビューのハイブリッドアプリです。$20/月固定。日本語にネイティブ対応しています。,False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,6,targetbay-reviews,TargetBay Product Reviews,https://apps.shopify.com/targetbay-reviews,https://cdn.shopify.com/app-store/listing_images/27a986c849065cbd52d47ea036bb05af/icon/CPebyLf0lu8CEAE=.jpg,4.6,48,True,Free plan available,Build Trust & Increase Sales with Customer Reviews,False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,6,feedaty-2024,Feedaty Official,https://apps.shopify.com/feedaty-2024,https://cdn.shopify.com/app-store/listing_images/4613f006f1e70c507ff4cee2e0c9dce0/icon/CPjp04Tg3IQDEAE=.jpeg,,,,,Raccogli e visualizza recensioni autentiche dei tuoi clienti,False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,6,gamifiera,Gamifiera: Community & Reviews,https://apps.shopify.com/gamifiera,https://cdn.shopify.com/app-store/listing_images/b61de72aa917da49cc59c15ede49a996/icon/CO2WwdLeuY8DEAE=.png,5.0,5,False,Free to install,"Engage customers with reviews, UGC, 3D avatars & gamification",False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,6,powr-testimonials,POWR: Customer Testimonials,https://apps.shopify.com/powr-testimonials,https://cdn.shopify.com/app-store/listing_images/68e6431a02b0dace2f531e9bb79afef7/icon/CLzgpa30lu8CEAE=.jpg,4.3,8,True,Free plan available,Boost trust & sales with video & image customer testimonials,False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,6,chazify-product-reviews,Chazify ‑ Product Reviews App,https://apps.shopify.com/chazify-product-reviews,https://cdn.shopify.com/app-store/listing_images/503a9dd92c4f92c285315f35dd858797/icon/CJr3ysaQrIQDEAE=.jpeg,5.0,3,True,Free plan available,Boost Credibility and Sales with Visual Customer Reviews,False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,6,magic-review-importer,Magic Review Importer,https://apps.shopify.com/magic-review-importer,https://cdn.shopify.com/app-store/listing_images/050a96080fa10420aa8ca4d124173a00/icon/CIiOnrP0lu8CEAE=.png,,,,,Product reviews with photos to boost sales & build trust,False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,7,k-aliexpress-reviews,Ali Reviews: Aliexpress Review,https://apps.shopify.com/k-aliexpress-reviews,https://cdn.shopify.com/app-store/listing_images/dc9154b5af4b7a31bc8f412bcb3cc677/icon/CLuSo-3lz4wDEAE=.png,5.0,1,False,Free,Enhance Trust & Sales with Ali Reviews + AI,False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,7,heureka-reviews,Heureka reviews,https://apps.shopify.com/heureka-reviews,https://cdn.shopify.com/app-store/listing_images/5b97da08c40f8a006d834269bf48c43c/icon/CO-rjeauv4YDEAE=.png,5.0,2,False,Free,Heureka rating and reviews – Show off in your own style,False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,7,infinitereview,Infinite Google Reviews,https://apps.shopify.com/infinitereview,https://cdn.shopify.com/app-store/listing_images/35eb300bbdf8e08c825d5b083ace5099/icon/CIHGv-6jnIYDEAE=.jpeg,3.9,3,False,Free,"Display Google reviews seamlessly with our fast, customizable",False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,7,dropstars-reviews,Dropstars – AI Reviews App,https://apps.shopify.com/dropstars-reviews,https://cdn.shopify.com/app-store/listing_images/1e363f19f2cd29ba182f0028534e52b8/icon/CNHHo7-StY4DEAE=.png,5.0,1,False,Free trial available,AI-powered product reviews & photo/video UGC & star ratings,False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,7,revify,Revify: Reseñas por Whatsapp,https://apps.shopify.com/revify,https://cdn.shopify.com/app-store/listing_images/d0dea8ebda573c99c28727a390e83a85/icon/CMDRtuLSkY0DEAE=.png,5.0,1,True,Free plan available,Obtén reseñas con fotos y videos de tus clientes por WhatsApp.,False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,7,feefo-reviews,Feefo Product Reviews,https://apps.shopify.com/feefo-reviews,https://cdn.shopify.com/app-store/listing_images/2a8744863beb0b0c458c1f2a236f5727/icon/CIXBrci21vsCEAE=.png,3.3,9,True,Free plan available,Automated product ratings & reviews with photos,False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,7,product-photo-reviews-by-enormapps,Product Reviews with Photo PRO,https://apps.shopify.com/product-photo-reviews-by-enormapps,https://cdn.shopify.com/app-store/listing_images/92796d59e4eacd388079f6309a978829/icon/CJfMqtjWg_sCEAE=.png,4.9,135,True,Free plan available,Collect ratings and product reviews with photos from customers,False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,7,squid-upsells,"Squid: Reviews, Upsells & 25+",https://apps.shopify.com/squid-upsells,https://cdn.shopify.com/app-store/listing_images/a45a0fa25e3a365d09c2fe5ff8b2337b/icon/COLDvZmr1YMDEAE=.png,5.0,26,False,Free,"25+ Apps in One: Reviews, Upsells, Trust Badges and more",False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,7,reviewcap-ai,Reviewcap AI Reviews Summary,https://apps.shopify.com/reviewcap-ai,https://cdn.shopify.com/app-store/listing_images/56bb057e1dd3f9ca4216a46e5f6cfc39/icon/CJmJjczP0YMDEAE=.png,5.0,5,True,Free plan available,Summarize product reviews and answer questions using reviews.,False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,7,emailmarketing_emailwish_abandonedcart_popup_chat_reviews,EmailWish:Prebuilt Email Flows,https://apps.shopify.com/emailmarketing_emailwish_abandonedcart_popup_chat_reviews,https://cdn.shopify.com/app-store/listing_images/4b43ade0f971a82f42c6636280996d27/icon/COOE0bP-kPACEAE=.jpeg,3.2,3,False,Free to install,"Recover Abandoned carts with Email Marketing, Chat & Popups",False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,7,sitejabber-free-store-reviews-traffic-leads,Sitejabber Customer Reviews,https://apps.shopify.com/sitejabber-free-store-reviews-traffic-leads,https://cdn.shopify.com/app-store/listing_images/d3b89ae7738516d98489a39cfaa4f61e/icon/CJDX7pTd1IADEAE=.png,3.3,12,True,Free plan available,"Get reviews, traffic & customer leads for your store",False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,7,reviewsimportify,Reviews Importify | Q & A,https://apps.shopify.com/reviewsimportify,https://cdn.shopify.com/app-store/listing_images/1e6e8ce24a3c4f55b0955b74f719b481/icon/CLSO2K30lu8CEAE=.png,4.5,69,False,Free trial available,Boost Trust & Sales with Authentic Reviews & Ratings,False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,7,appconnect,ProductReview.com.au Connect,https://apps.shopify.com/appconnect,https://cdn.shopify.com/app-store/listing_images/1cbff89d92a55b42ba68b1b609bdb5d2/icon/CIbPlrL0lu8CEAE=.png,1.0,1,False,Free to install,Review Invitation made simple,False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,7,product-reviews-app-by-wiremo,Wiremo: Verified Reviews App,https://apps.shopify.com/product-reviews-app-by-wiremo,https://cdn.shopify.com/app-store/listing_images/d9c5fd841b8a1e732cbd7c600609a36d/icon/CJXi8qb0lu8CEAE=.png,4.8,25,False,$9.99/month,Collect Website Reviews and stop fake reviews,False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,7,storescore-1,StoreScore,https://apps.shopify.com/storescore-1,https://cdn.shopify.com/app-store/listing_images/4eb201b14d668e77908d59a9155769e0/icon/CM2LrrqYj44DEAE=.png,5.0,2,False,Free trial available,"Verified satisfaction — real scores, no fake reviews",False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,7,reviews-ratings,POWR: Product Reviews Ratings,https://apps.shopify.com/reviews-ratings,https://cdn.shopify.com/app-store/listing_images/c235b12c162e4169175753098c34aa7d/icon/CN_1kuv6_PICEAE=.png,3.7,3,True,Free plan available,"Display product reviews ratings for social proof, trust, UGC",False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,7,sa-009-ur-review-app,UR: Product Reviews,https://apps.shopify.com/sa-009-ur-review-app,https://cdn.shopify.com/app-store/listing_images/5de594cb7862183b241f61dfca8ad530/icon/CJnzv-ON14MDEAE=.png,4.1,2,False,Free trial available,Manage product reviews to build trust and boost conversions.,False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,7,rview,Rview,https://apps.shopify.com/rview,https://cdn.shopify.com/app-store/listing_images/f1057e7f11c19bf6eecc15159a0b34ad/icon/CLmH88Lp-_ICEAE=.jpeg,5.0,1,True,Free plan available,Engaging photo reviews and improved store visibility,False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,7,k-yelp-reviews,K: Yelp Reviews Importer + AI,https://apps.shopify.com/k-yelp-reviews,https://cdn.shopify.com/app-store/listing_images/793df6bad30c4ae66ff7ee0e0d43dcd1/icon/CIj_14j2hI8DEAE=.png,5.0,2,False,Free to install,Embed Verified Yelp Reviews to Boost Trust & Conversions.,False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,7,bond-agent-ai-reviews-sales-whatsapp,Bond AI: Smart Whatsapp Agent,https://apps.shopify.com/bond-agent-ai-reviews-sales-whatsapp,https://cdn.shopify.com/app-store/listing_images/a0b1f48409eec8dd742183812e071752/icon/COW7343e7IwDEAE=.png,5.0,2,False,Free to install,AI agent multitasks on WhatsApp to improve after-sales service,False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,8,widereview-carousel-reviews,WideReview Reviews Testimonial,https://apps.shopify.com/widereview-carousel-reviews,https://cdn.shopify.com/app-store/listing_images/2e529a0da75fa6cb383c1c31e9a43dda/icon/CMeVvcL0lu8CEAE=.png,5.0,11,False,Free trial available,"Show carousel or slider of reviews with videos, photos, rating",False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,8,ecom-review,Shop Reviews,https://apps.shopify.com/ecom-review,https://cdn.shopify.com/app-store/listing_images/59852b206b9843ba131075d98b7cc55c/icon/CNn_74ebhY8DEAE=.png,,,,,"Showcase product reviews with star & heart ratings, no coding.",False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,8,ebay-reviews,GA: eBay Reviews Importer + AI,https://apps.shopify.com/ebay-reviews,https://cdn.shopify.com/app-store/listing_images/8923c37c8e6b321e6217300b5b44dbe7/icon/CM2NuYzF3IsDEAE=.png,2.9,2,False,Free,Showcase eBay Reviews and Boost Your Sales,False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,8,smile,Smile,https://apps.shopify.com/smile,https://cdn.shopify.com/app-store/listing_images/c4fec450917af8a74f21e92d3bd61abf/icon/CLGBmain1PsCEAE=.png,4.8,12,False,Free trial available,A fun and effective way to get product reviews,False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,8,fx-amazon-reviews,FX Ali Reviews Product Reviews,https://apps.shopify.com/fx-amazon-reviews,https://cdn.shopify.com/app-store/listing_images/e31685bb62a06f9eb175b2c4c6d6302f/icon/CKvunfL0gPsCEAE=.png,4.0,2,True,Free plan available,Build trust social with Amazon Reviews and Aliexpress Reviews,False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,8,ravecapture,RaveCapture,https://apps.shopify.com/ravecapture,https://cdn.shopify.com/app-store/listing_images/aac11fac138f7726bc9565b850931ea1/icon/COCWsrvohIwDEAE=.png,4.0,9,True,Free plan available,Turn ordinary customers into raving fans,False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,8,lumo-reviews,Lumo ‑ Customer Review App,https://apps.shopify.com/lumo-reviews,https://cdn.shopify.com/app-store/listing_images/005d47b42629a7a3ffaada02835c5b90/icon/CKqp5Kf0lu8CEAE=.png,4.7,5,True,Free plan available,"Automate review requests for Trustpilot, Google, Meta & More.",False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,8,wally-google-reviews,Wally – Google Reviews,https://apps.shopify.com/wally-google-reviews,https://cdn.shopify.com/app-store/listing_images/f67fef0d4992c1a9ec707ea7a716ad7d/icon/CKjfyruNjosDEAE=.png,3.1,5,False,Free trial available,Import and display Google reviews for social proof.,False,False
https://apps.shopify.com/categories/marketing-and-conversion-social-trust-product-reviews/all,8,whatkabot,Whatsapp AI Automation:Reviews,https://apps.shopify.com/whatkabot,https://cdn.shopify.com/app-store/listing_images/d6462912a6286be7143dc307c62a02b5/icon/CIibyvy7hY8DEAE=.png,,,,,Free plan available,False,False
